City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,valdepenas,38.7621,-3.3848,308.58,23,21,3.02,ES,1691612005
362,vorgashor,67.5833,63.95,281.51,83,38,2.85,RU,1691611845
363,ambovombe,-25.1667,46.0833,293.03,85,0,5.27,MG,1691612006
364,peace river,56.2501,-117.286,291.32,94,100,2.57,CA,1691612006
365,guarapari,-20.6667,-40.4975,295.87,88,41,2.67,BR,1691612006
366,saint-joseph,-21.3667,55.6167,292.36,78,20,3.64,RE,1691611848
367,san mariano,7.5,126.0,295.3,95,100,1.68,PH,1691612007
368,jolo,6.05,121.0167,298.62,87,43,1.57,PH,1691612007
369,karratha,-20.7377,116.8463,293.51,55,0,3.02,AU,1691611852
370,kualakapuas,-3.0091,114.3876,295.08,89,55,1.22,ID,1691612008
371,namtsy,62.7161,129.6658,284.31,74,9,1.85,RU,1691612008
372,bamboo flat,11.7,92.7167,301.2,83,75,2.57,IN,1691612009
373,chernyshevskiy,63.0128,112.4714,288.07,95,67,0.8,RU,1691611859
